95	-->	prod_2	phase-->G	charge-->0	molecular weight-->74.0801	temperature low-->298	temperature high-->3000	AR:0	C:3	H:6	HE:0	N:0	O:2	
96	-->	prod_3	phase-->G	charge-->0	molecular weight-->90.0795	temperature low-->298	temperature high-->3000	AR:0	C:3	H:6	HE:0	N:0	O:3	
97	-->	prod_4	phase-->G	charge-->0	molecular weight-->90.0795	temperature low-->298	temperature high-->3000	AR:0	C:3	H:6	HE:0	N:0	O:3	
98	-->	prod_5	phase-->G	charge-->0	molecular weight-->90.0795	temperature low-->298	temperature high-->3000	AR:0	C:3	H:6	HE:0	N:0	O:3	
99	-->	prod_6	phase-->G	charge-->0	molecular weight-->74.0801	temperature low-->298	temperature high-->3000	AR:0	C:3	H:6	HE:0	N:0	O:2	
100	-->	prod_7	phase-->G	charge-->0	molecular weight-->74.0801	temperature low-->298	temperature high-->3000	AR:0	C:3	H:6	HE:0	N:0	O:2	
101	-->	frag_1	phase-->G	charge-->0	molecular weight-->73.0721	temperature low-->298	temperature high-->3000	AR:0	C:3	H:5	HE:0	N:0	O:2	
102	-->	frag_3	phase-->G	charge-->0	molecular weight-->73.0721	temperature low-->298	temperature high-->3000	AR:0	C:3	H:5	HE:0	N:0	O:2	
103	-->	frag_4	phase-->G	charge-->0	molecular weight-->73.0721	temperature low-->298	temperature high-->3000	AR:0	C:3	H:5	HE:0	N:0	O:2	
104	-->	frag_5	phase-->G	charge-->0	molecular weight-->73.0721	temperature low-->298	temperature high-->3000	AR:0	C:3	H:5	HE:0	N:0	O:2	
105	-->	propen1oxy	phase-->G	charge-->0	molecular weight-->57.0727	temperature low-->298	temperature high-->3000	AR:0	C:3	H:5	HE:0	N:0	O:1	
106	-->	propen2oxy	phase-->G	charge-->0	molecular weight-->57.0727	temperature low-->298	temperature high-->3000	AR:0	C:3	H:5	HE:0	N:0	O:1	
107	-->	glyoxal	phase-->G	charge-->0	molecular weight-->58.037	temperature low-->298	temperature high-->3000	AR:0	C:2	H:2	HE:0	N:0	O:2	
108	-->	vinoxylmethyl	phase-->G	charge-->0	molecular weight-->57.0727	temperature low-->298	temperature high-->3000	AR:0	C:3	H:5	HE:0	N:0	O:1	
109	-->	formylethyl	phase-->G	charge-->0	molecular weight-->57.0727	temperature low-->298	temperature high-->3000	AR:0	C:3	H:5	HE:0	N:0	O:1	
